Date,Hour,Sensor,Room,Sensor Value,Sensor Unit,Room Status
2025-08-14,18:00,Humidity Sensor,Kitchen,67.9,%,High Humidity
2025-08-14,18:00,Humidity Sensor,Bedroom,71.89,%,High Humidity
2025-08-14,18:05,Temperature Sensor,Living Room,24.01,°C,Normal Temperature
2025-08-14,18:05,Temperature Sensor,Kitchen,24.37,°C,Normal Temperature
2025-08-14,18:05,Temperature Sensor,Bedroom,25.63,°C,Normal Temperature
2025-08-14,18:05,Humidity Sensor,Living Room,67.86,%,High Humidity
2025-08-14,18:05,Humidity Sensor,Kitchen,68.17,%,High Humidity
2025-08-14,18:05,Humidity Sensor,Bedroom,69.22,%,High Humidity
2025-08-14,18:10,Temperature Sensor,Living Room,26.16,°C,Normal Temperature
2025-08-14,18:10,Temperature Sensor,Kitchen,26.14,°C,Normal Temperature
2025-08-14,18:10,Temperature Sensor,Bedroom,25.91,°C,Normal Temperature
2025-08-14,18:10,Humidity Sensor,Living Room,68.06,%,High Humidity
2025-08-14,18:10,Humidity Sensor,Kitchen,73.49,%,High Humidity
2025-08-14,18:10,Humidity Sensor,Bedroom,69.59,%,High Humidity
2025-08-14,18:15,Temperature Sensor,Living Room,24.24,°C,Normal Temperature
2025-08-14,18:15,Temperature Sensor,Kitchen,26.18,°C,Normal Temperature
2025-08-14,18:15,Temperature Sensor,Bedroom,25.77,°C,Normal Temperature
2025-08-14,18:15,Humidity Sensor,Living Room,74.6,%,High Humidity
2025-08-14,18:15,Humidity Sensor,Kitchen,68.61,%,High Humidity
2025-08-14,18:15,Humidity Sensor,Bedroom,71.1,%,High Humidity
2025-08-14,18:20,Temperature Sensor,Living Room,25.24,°C,Normal Temperature
2025-08-14,18:20,Temperature Sensor,Kitchen,25.94,°C,Normal Temperature
2025-08-14,18:20,Temperature Sensor,Bedroom,24.28,°C,Normal Temperature
2025-08-14,18:20,Humidity Sensor,Living Room,69.92,%,High Humidity
2025-08-14,18:20,Humidity Sensor,Kitchen,69.22,%,High Humidity
2025-08-14,18:20,Humidity Sensor,Bedroom,74.53,%,High Humidity
2025-08-14,18:25,Temperature Sensor,Living Room,25.2,°C,Normal Temperature
2025-08-14,18:25,Temperature Sensor,Kitchen,24.47,°C,Normal Temperature
2025-08-14,18:25,Temperature Sensor,Bedroom,23.99,°C,Normal Temperature
2025-08-14,18:25,Humidity Sensor,Living Room,68.91,%,High Humidity
2025-08-14,18:25,Humidity Sensor,Kitchen,70.62,%,High Humidity
2025-08-14,18:25,Humidity Sensor,Bedroom,70.36,%,High Humidity
2025-08-14,18:30,Temperature Sensor,Living Room,24.33,°C,Normal Temperature
2025-08-14,18:30,Temperature Sensor,Kitchen,25.57,°C,Normal Temperature
2025-08-14,18:30,Temperature Sensor,Bedroom,24.33,°C,Normal Temperature
2025-08-14,18:30,Humidity Sensor,Living Room,71.16,%,High Humidity
2025-08-14,18:30,Humidity Sensor,Kitchen,69.23,%,High Humidity
2025-08-14,18:30,Humidity Sensor,Bedroom,74.67,%,High Humidity
2025-08-14,18:35,Temperature Sensor,Living Room,25.57,°C,Normal Temperature
2025-08-14,18:35,Temperature Sensor,Kitchen,24.97,°C,Normal Temperature
2025-08-14,18:35,Temperature Sensor,Bedroom,24.05,°C,Normal Temperature
2025-08-14,18:35,Humidity Sensor,Living Room,73.82,%,High Humidity
2025-08-14,18:35,Humidity Sensor,Kitchen,74.76,%,High Humidity
2025-08-14,18:35,Humidity Sensor,Bedroom,71.78,%,High Humidity
2025-08-14,18:40,Temperature Sensor,Living Room,24.36,°C,Normal Temperature
2025-08-14,18:40,Temperature Sensor,Kitchen,24.47,°C,Normal Temperature
2025-08-14,18:40,Temperature Sensor,Bedroom,26.06,°C,Normal Temperature
2025-08-14,18:40,Humidity Sensor,Living Room,72.76,%,High Humidity
2025-08-14,18:40,Humidity Sensor,Kitchen,70.54,%,High Humidity
2025-08-14,18:40,Humidity Sensor,Bedroom,68.91,%,High Humidity
2025-08-14,18:45,Temperature Sensor,Living Room,24.54,°C,Normal Temperature
2025-08-14,18:45,Temperature Sensor,Kitchen,24.9,°C,Normal Temperature
2025-08-14,18:45,Temperature Sensor,Bedroom,25.63,°C,Normal Temperature
2025-08-14,18:45,Humidity Sensor,Living Room,71.69,%,High Humidity
2025-08-14,18:45,Humidity Sensor,Kitchen,68.9,%,High Humidity
2025-08-14,18:45,Humidity Sensor,Bedroom,68.78,%,High Humidity
2025-08-14,18:50,Temperature Sensor,Living Room,25.49,°C,Normal Temperature
2025-08-14,18:50,Temperature Sensor,Kitchen,26.25,°C,Normal Temperature
2025-08-14,18:50,Temperature Sensor,Bedroom,26.08,°C,Normal Temperature
2025-08-14,18:50,Humidity Sensor,Living Room,72.62,%,High Humidity
2025-08-14,18:50,Humidity Sensor,Kitchen,71.38,%,High Humidity
2025-08-14,18:50,Humidity Sensor,Bedroom,70.11,%,High Humidity
2025-08-14,18:55,Temperature Sensor,Living Room,25.34,°C,Normal Temperature
2025-08-14,18:55,Temperature Sensor,Kitchen,24.27,°C,Normal Temperature
2025-08-14,18:55,Temperature Sensor,Bedroom,25.35,°C,Normal Temperature
2025-08-14,18:55,Humidity Sensor,Living Room,70.43,%,High Humidity
2025-08-14,18:55,Humidity Sensor,Kitchen,70.25,%,High Humidity
2025-08-14,18:55,Humidity Sensor,Bedroom,72.25,%,High Humidity
2025-08-14,19:00,Temperature Sensor,Living Room,22.91,°C,Normal Temperature
2025-08-14,19:00,Temperature Sensor,Kitchen,23.76,°C,Normal Temperature
2025-08-14,19:00,Temperature Sensor,Bedroom,24.38,°C,Normal Temperature
2025-08-14,19:00,Humidity Sensor,Living Room,64.74,%,High Humidity
2025-08-14,19:00,Humidity Sensor,Kitchen,65.22,%,High Humidity
2025-08-14,19:00,Humidity Sensor,Bedroom,66.15,%,High Humidity
2025-08-14,19:05,Temperature Sensor,Living Room,24.28,°C,Normal Temperature
2025-08-14,19:05,Temperature Sensor,Kitchen,24.65,°C,Normal Temperature
2025-08-14,19:05,Temperature Sensor,Bedroom,24.99,°C,Normal Temperature
2025-08-14,19:05,Humidity Sensor,Living Room,67.25,%,High Humidity
2025-08-14,19:05,Humidity Sensor,Kitchen,63.4,%,High Humidity
2025-08-14,19:05,Humidity Sensor,Bedroom,62.19,%,High Humidity
2025-08-14,19:10,Temperature Sensor,Living Room,23.1,°C,Normal Temperature
2025-08-14,19:10,Temperature Sensor,Kitchen,23.5,°C,Normal Temperature
2025-08-14,19:10,Temperature Sensor,Bedroom,24.63,°C,Normal Temperature
2025-08-14,19:10,Humidity Sensor,Living Room,62.87,%,High Humidity
2025-08-14,19:10,Humidity Sensor,Kitchen,64.95,%,High Humidity
2025-08-14,19:10,Humidity Sensor,Bedroom,64.62,%,High Humidity
2025-08-14,19:15,Temperature Sensor,Living Room,23.92,°C,Normal Temperature
2025-08-14,19:15,Temperature Sensor,Kitchen,23.84,°C,Normal Temperature
2025-08-14,19:15,Temperature Sensor,Bedroom,23.55,°C,Normal Temperature
2025-08-14,19:15,Humidity Sensor,Living Room,64.68,%,High Humidity
2025-08-14,19:15,Humidity Sensor,Kitchen,67.02,%,High Humidity
2025-08-14,19:15,Humidity Sensor,Bedroom,65.29,%,High Humidity
2025-08-14,19:20,Temperature Sensor,Living Room,23.9,°C,Normal Temperature
2025-08-14,19:20,Temperature Sensor,Kitchen,24.46,°C,Normal Temperature
2025-08-14,19:20,Temperature Sensor,Bedroom,24.3,°C,Normal Temperature
2025-08-14,19:20,Humidity Sensor,Living Room,64.33,%,High Humidity
2025-08-14,19:20,Humidity Sensor,Kitchen,63.84,%,High Humidity
2025-08-14,19:20,Humidity Sensor,Bedroom,63.7,%,High Humidity
2025-08-14,19:25,Temperature Sensor,Living Room,24.79,°C,Normal Temperature
2025-08-14,19:25,Temperature Sensor,Kitchen,24.74,°C,Normal Temperature
2025-08-14,19:25,Temperature Sensor,Bedroom,24.5,°C,Normal Temperature
2025-08-14,19:25,Humidity Sensor,Living Room,66.04,%,High Humidity
2025-08-14,19:25,Humidity Sensor,Kitchen,63.23,%,High Humidity
2025-08-14,19:25,Humidity Sensor,Bedroom,66.86,%,High Humidity
2025-08-14,19:30,Temperature Sensor,Living Room,25.15,°C,Normal Temperature
2025-08-14,19:30,Temperature Sensor,Kitchen,24.55,°C,Normal Temperature
2025-08-14,19:30,Temperature Sensor,Bedroom,24.6,°C,Normal Temperature
2025-08-14,19:30,Humidity Sensor,Living Room,66.22,%,High Humidity
2025-08-14,19:30,Humidity Sensor,Kitchen,67.9,%,High Humidity
2025-08-14,19:30,Humidity Sensor,Bedroom,66.78,%,High Humidity
2025-08-14,19:35,Temperature Sensor,Living Room,23.34,°C,Normal Temperature
2025-08-14,19:35,Temperature Sensor,Kitchen,24.77,°C,Normal Temperature
2025-08-14,19:35,Temperature Sensor,Bedroom,23.72,°C,Normal Temperature
2025-08-14,19:35,Humidity Sensor,Living Room,64.94,%,High Humidity
2025-08-14,19:35,Humidity Sensor,Kitchen,64.37,%,High Humidity
2025-08-14,19:35,Humidity Sensor,Bedroom,64.11,%,High Humidity
2025-08-14,19:40,Temperature Sensor,Living Room,23.9,°C,Normal Temperature
2025-08-14,19:40,Temperature Sensor,Kitchen,24.48,°C,Normal Temperature
2025-08-14,19:40,Temperature Sensor,Bedroom,24.95,°C,Normal Temperature
2025-08-14,19:40,Humidity Sensor,Living Room,64.27,%,High Humidity
2025-08-14,19:40,Humidity Sensor,Kitchen,62.83,%,High Humidity
2025-08-14,19:40,Humidity Sensor,Bedroom,64.41,%,High Humidity
2025-08-14,19:45,Temperature Sensor,Living Room,23.04,°C,Normal Temperature
2025-08-14,19:45,Temperature Sensor,Kitchen,23.79,°C,Normal Temperature
2025-08-14,19:45,Temperature Sensor,Bedroom,23.08,°C,Normal Temperature
2025-08-14,19:45,Humidity Sensor,Living Room,65.75,%,High Humidity
2025-08-14,19:45,Humidity Sensor,Kitchen,67.67,%,High Humidity
2025-08-14,19:45,Humidity Sensor,Bedroom,66.31,%,High Humidity
2025-08-14,19:50,Temperature Sensor,Living Room,24.05,°C,Normal Temperature
2025-08-14,19:50,Temperature Sensor,Kitchen,23.7,°C,Normal Temperature
2025-08-14,19:50,Temperature Sensor,Bedroom,24.83,°C,Normal Temperature
2025-08-14,19:50,Humidity Sensor,Living Room,64.94,%,High Humidity
2025-08-14,19:50,Humidity Sensor,Kitchen,68.08,%,High Humidity
2025-08-14,19:50,Humidity Sensor,Bedroom,65.46,%,High Humidity
2025-08-14,19:55,Temperature Sensor,Living Room,23.58,°C,Normal Temperature
2025-08-14,19:55,Temperature Sensor,Kitchen,23.7,°C,Normal Temperature
2025-08-14,19:55,Temperature Sensor,Bedroom,25.0,°C,Normal Temperature
2025-08-14,19:55,Humidity Sensor,Living Room,65.05,%,High Humidity
2025-08-14,19:55,Humidity Sensor,Kitchen,63.2,%,High Humidity
2025-08-14,19:55,Humidity Sensor,Bedroom,66.63,%,High Humidity
2025-08-14,20:00,Temperature Sensor,Living Room,21.74,°C,High Temperature
2025-08-14,20:00,Temperature Sensor,Kitchen,21.99,°C,High Temperature
2025-08-14,20:00,Temperature Sensor,Bedroom,22.9,°C,Normal Temperature
2025-08-14,20:00,Humidity Sensor,Living Room,59.78,%,Normal Humidity
2025-08-14,20:00,Humidity Sensor,Kitchen,56.64,%,Normal Humidity
2025-08-14,20:00,Humidity Sensor,Bedroom,59.4,%,Normal Humidity
2025-08-14,20:05,Temperature Sensor,Living Room,22.6,°C,Normal Temperature
2025-08-14,20:05,Temperature Sensor,Kitchen,22.26,°C,Normal Temperature
2025-08-14,20:05,Temperature Sensor,Bedroom,23.6,°C,Normal Temperature
2025-08-14,20:05,Humidity Sensor,Living Room,60.13,%,High Humidity
2025-08-14,20:05,Humidity Sensor,Kitchen,55.18,%,Normal Humidity
2025-08-14,20:05,Humidity Sensor,Bedroom,59.27,%,Normal Humidity
2025-08-14,20:10,Temperature Sensor,Living Room,23.39,°C,Normal Temperature
2025-08-14,20:10,Temperature Sensor,Kitchen,22.45,°C,Normal Temperature
2025-08-14,20:10,Temperature Sensor,Bedroom,23.26,°C,Normal Temperature
2025-08-14,20:10,Humidity Sensor,Living Room,56.55,%,Normal Humidity
2025-08-14,20:10,Humidity Sensor,Kitchen,56.88,%,Normal Humidity
2025-08-14,20:10,Humidity Sensor,Bedroom,59.35,%,Normal Humidity
2025-08-14,20:15,Temperature Sensor,Living Room,22.47,°C,Normal Temperature
2025-08-14,20:15,Temperature Sensor,Kitchen,23.14,°C,Normal Temperature
2025-08-14,20:15,Temperature Sensor,Bedroom,22.47,°C,Normal Temperature
2025-08-14,20:15,Humidity Sensor,Living Room,57.0,%,Normal Humidity
2025-08-14,20:15,Humidity Sensor,Kitchen,58.71,%,Normal Humidity
2025-08-14,20:15,Humidity Sensor,Bedroom,54.95,%,Normal Humidity
2025-08-14,20:20,Temperature Sensor,Living Room,22.14,°C,Normal Temperature
2025-08-14,20:20,Temperature Sensor,Kitchen,21.64,°C,High Temperature
2025-08-14,20:20,Temperature Sensor,Bedroom,23.1,°C,Normal Temperature
2025-08-14,20:20,Humidity Sensor,Living Room,59.71,%,Normal Humidity
2025-08-14,20:20,Humidity Sensor,Kitchen,55.82,%,Normal Humidity
2025-08-14,20:20,Humidity Sensor,Bedroom,59.18,%,Normal Humidity
2025-08-14,20:25,Temperature Sensor,Living Room,22.75,°C,Normal Temperature
2025-08-14,20:25,Temperature Sensor,Kitchen,21.96,°C,High Temperature
2025-08-14,20:25,Temperature Sensor,Bedroom,23.58,°C,Normal Temperature
2025-08-14,20:25,Humidity Sensor,Living Room,56.19,%,Normal Humidity
2025-08-14,20:25,Humidity Sensor,Kitchen,60.51,%,High Humidity
2025-08-14,20:25,Humidity Sensor,Bedroom,57.1,%,Normal Humidity
2025-08-14,20:30,Temperature Sensor,Living Room,23.57,°C,Normal Temperature
2025-08-14,20:30,Temperature Sensor,Kitchen,21.8,°C,High Temperature
2025-08-14,20:30,Temperature Sensor,Bedroom,22.27,°C,Normal Temperature
2025-08-14,20:30,Humidity Sensor,Living Room,55.13,%,Normal Humidity
2025-08-14,20:30,Humidity Sensor,Kitchen,55.59,%,Normal Humidity
2025-08-14,20:30,Humidity Sensor,Bedroom,58.96,%,Normal Humidity
2025-08-14,20:35,Temperature Sensor,Living Room,22.15,°C,Normal Temperature
2025-08-14,20:35,Temperature Sensor,Kitchen,22.37,°C,Normal Temperature
2025-08-14,20:35,Temperature Sensor,Bedroom,22.55,°C,Normal Temperature
2025-08-14,20:35,Humidity Sensor,Living Room,55.0,%,Normal Humidity
2025-08-14,20:35,Humidity Sensor,Kitchen,59.75,%,Normal Humidity
2025-08-14,20:35,Humidity Sensor,Bedroom,60.36,%,High Humidity
2025-08-14,20:40,Temperature Sensor,Living Room,22.35,°C,Normal Temperature
2025-08-14,20:40,Temperature Sensor,Kitchen,22.2,°C,Normal Temperature
2025-08-14,20:40,Temperature Sensor,Bedroom,23.33,°C,Normal Temperature
2025-08-14,20:40,Humidity Sensor,Living Room,56.45,%,Normal Humidity
2025-08-14,20:40,Humidity Sensor,Kitchen,55.43,%,Normal Humidity
2025-08-14,20:40,Humidity Sensor,Bedroom,58.29,%,Normal Humidity
2025-08-14,20:45,Temperature Sensor,Living Room,21.66,°C,High Temperature
2025-08-14,20:45,Temperature Sensor,Kitchen,22.22,°C,Normal Temperature
2025-08-14,20:45,Temperature Sensor,Bedroom,23.13,°C,Normal Temperature
2025-08-14,20:45,Humidity Sensor,Living Room,57.42,%,Normal Humidity
2025-08-14,20:45,Humidity Sensor,Kitchen,55.9,%,Normal Humidity
2025-08-14,20:45,Humidity Sensor,Bedroom,57.32,%,Normal Humidity
2025-08-14,20:50,Temperature Sensor,Living Room,23.36,°C,Normal Temperature
2025-08-14,20:50,Temperature Sensor,Kitchen,22.18,°C,Normal Temperature
2025-08-14,20:50,Temperature Sensor,Bedroom,21.81,°C,High Temperature
2025-08-14,20:50,Humidity Sensor,Living Room,56.0,%,Normal Humidity
2025-08-14,20:50,Humidity Sensor,Kitchen,55.68,%,Normal Humidity
2025-08-14,20:50,Humidity Sensor,Bedroom,59.13,%,Normal Humidity
2025-08-14,20:55,Temperature Sensor,Living Room,22.74,°C,Normal Temperature
2025-08-14,20:55,Temperature Sensor,Kitchen,22.6,°C,Normal Temperature
2025-08-14,20:55,Temperature Sensor,Bedroom,23.2,°C,Normal Temperature
2025-08-14,20:55,Humidity Sensor,Living Room,55.45,%,Normal Humidity
2025-08-14,20:55,Humidity Sensor,Kitchen,60.18,%,High Humidity
2025-08-14,20:55,Humidity Sensor,Bedroom,55.54,%,Normal Humidity
2025-08-14,21:00,Temperature Sensor,Living Room,21.3,°C,High Temperature
2025-08-14,21:00,Temperature Sensor,Kitchen,21.73,°C,High Temperature
2025-08-14,21:00,Temperature Sensor,Bedroom,20.52,°C,High Temperature
2025-08-14,21:00,Humidity Sensor,Living Room,47.79,%,Normal Humidity
2025-08-14,21:00,Humidity Sensor,Kitchen,50.76,%,Normal Humidity
2025-08-14,21:00,Humidity Sensor,Bedroom,51.3,%,Normal Humidity
2025-08-14,21:05,Temperature Sensor,Living Room,20.72,°C,High Temperature
2025-08-14,21:05,Temperature Sensor,Kitchen,20.68,°C,High Temperature
2025-08-14,21:05,Temperature Sensor,Bedroom,20.93,°C,High Temperature
2025-08-14,21:05,Humidity Sensor,Living Room,49.77,%,Normal Humidity
2025-08-14,21:05,Humidity Sensor,Kitchen,49.25,%,Normal Humidity
2025-08-14,21:05,Humidity Sensor,Bedroom,52.11,%,Normal Humidity
2025-08-14,21:10,Temperature Sensor,Living Room,21.77,°C,High Temperature
2025-08-14,21:10,Temperature Sensor,Kitchen,20.29,°C,High Temperature
2025-08-14,21:10,Temperature Sensor,Bedroom,21.85,°C,High Temperature
2025-08-14,21:10,Humidity Sensor,Living Room,47.53,%,Normal Humidity
2025-08-14,21:10,Humidity Sensor,Kitchen,49.31,%,Normal Humidity
2025-08-14,21:10,Humidity Sensor,Bedroom,49.72,%,Normal Humidity
2025-08-14,21:15,Temperature Sensor,Living Room,21.86,°C,High Temperature
2025-08-14,21:15,Temperature Sensor,Kitchen,21.47,°C,High Temperature
2025-08-14,21:15,Temperature Sensor,Bedroom,20.69,°C,High Temperature
2025-08-14,21:15,Humidity Sensor,Living Room,51.39,%,Normal Humidity
2025-08-14,21:15,Humidity Sensor,Kitchen,50.96,%,Normal Humidity
2025-08-14,21:15,Humidity Sensor,Bedroom,50.51,%,Normal Humidity
2025-08-14,21:20,Temperature Sensor,Living Room,21.65,°C,High Temperature
2025-08-14,21:20,Temperature Sensor,Kitchen,21.16,°C,High Temperature
2025-08-14,21:20,Temperature Sensor,Bedroom,20.7,°C,High Temperature
2025-08-14,21:20,Humidity Sensor,Living Room,50.42,%,Normal Humidity
2025-08-14,21:20,Humidity Sensor,Kitchen,47.79,%,Normal Humidity
2025-08-14,21:20,Humidity Sensor,Bedroom,49.34,%,Normal Humidity
2025-08-14,21:25,Temperature Sensor,Living Room,21.38,°C,High Temperature
2025-08-14,21:25,Temperature Sensor,Kitchen,20.66,°C,High Temperature
2025-08-14,21:25,Temperature Sensor,Bedroom,21.94,°C,High Temperature
2025-08-14,21:25,Humidity Sensor,Living Room,48.9,%,Normal Humidity
2025-08-14,21:25,Humidity Sensor,Kitchen,52.13,%,Normal Humidity
2025-08-14,21:25,Humidity Sensor,Bedroom,48.69,%,Normal Humidity
2025-08-14,21:30,Temperature Sensor,Living Room,19.97,°C,High Temperature
2025-08-14,21:30,Temperature Sensor,Kitchen,21.3,°C,High Temperature
2025-08-14,21:30,Temperature Sensor,Bedroom,21.47,°C,High Temperature
2025-08-14,21:30,Humidity Sensor,Living Room,48.7,%,Normal Humidity
2025-08-14,21:30,Humidity Sensor,Kitchen,51.19,%,Normal Humidity
2025-08-14,21:30,Humidity Sensor,Bedroom,50.33,%,Normal Humidity
2025-08-14,21:35,Temperature Sensor,Living Room,20.79,°C,High Temperature
2025-08-14,21:35,Temperature Sensor,Kitchen,20.32,°C,High Temperature
2025-08-14,21:35,Temperature Sensor,Bedroom,21.64,°C,High Temperature
2025-08-14,21:35,Humidity Sensor,Living Room,51.88,%,Normal Humidity
2025-08-14,21:35,Humidity Sensor,Kitchen,48.14,%,Normal Humidity
2025-08-14,21:35,Humidity Sensor,Bedroom,51.77,%,Normal Humidity
2025-08-14,21:40,Temperature Sensor,Living Room,20.58,°C,High Temperature
2025-08-14,21:40,Temperature Sensor,Kitchen,20.2,°C,High Temperature
2025-08-14,21:40,Temperature Sensor,Bedroom,19.99,°C,High Temperature
2025-08-14,21:40,Humidity Sensor,Living Room,50.07,%,Normal Humidity
2025-08-14,21:40,Humidity Sensor,Kitchen,50.19,%,Normal Humidity
2025-08-14,21:40,Humidity Sensor,Bedroom,48.23,%,Normal Humidity
2025-08-14,21:45,Temperature Sensor,Living Room,20.52,°C,High Temperature
2025-08-14,21:45,Temperature Sensor,Kitchen,20.95,°C,High Temperature
2025-08-14,21:45,Temperature Sensor,Bedroom,21.03,°C,High Temperature
2025-08-14,21:45,Humidity Sensor,Living Room,49.36,%,Normal Humidity
2025-08-14,21:45,Humidity Sensor,Kitchen,50.79,%,Normal Humidity
2025-08-14,21:45,Humidity Sensor,Bedroom,49.39,%,Normal Humidity
2025-08-14,21:50,Temperature Sensor,Living Room,20.02,°C,High Temperature
2025-08-14,21:50,Temperature Sensor,Kitchen,21.27,°C,High Temperature
2025-08-14,21:50,Temperature Sensor,Bedroom,21.23,°C,High Temperature
2025-08-14,21:50,Humidity Sensor,Living Room,49.21,%,Normal Humidity
2025-08-14,21:50,Humidity Sensor,Kitchen,50.81,%,Normal Humidity
2025-08-14,21:50,Humidity Sensor,Bedroom,50.41,%,Normal Humidity
2025-08-14,21:55,Temperature Sensor,Living Room,21.72,°C,High Temperature
2025-08-14,21:55,Temperature Sensor,Kitchen,20.93,°C,High Temperature
2025-08-14,21:55,Temperature Sensor,Bedroom,20.81,°C,High Temperature
2025-08-14,21:55,Humidity Sensor,Living Room,51.1,%,Normal Humidity
2025-08-14,21:55,Humidity Sensor,Kitchen,50.85,%,Normal Humidity
2025-08-14,21:55,Humidity Sensor,Bedroom,47.51,%,Normal Humidity
2025-08-14,22:00,Temperature Sensor,Living Room,18.84,°C,High Temperature
2025-08-14,22:00,Temperature Sensor,Kitchen,20.1,°C,High Temperature
2025-08-14,22:00,Temperature Sensor,Bedroom,20.39,°C,High Temperature
2025-08-14,22:00,Humidity Sensor,Living Room,40.14,%,Normal Humidity
2025-08-14,22:00,Humidity Sensor,Kitchen,40.41,%,Normal Humidity
2025-08-14,22:00,Humidity Sensor,Bedroom,41.35,%,Normal Humidity
2025-08-14,22:05,Temperature Sensor,Living Room,20.35,°C,High Temperature
2025-08-14,22:05,Temperature Sensor,Kitchen,20.13,°C,High Temperature
2025-08-14,22:05,Temperature Sensor,Bedroom,20.34,°C,High Temperature
2025-08-14,22:05,Humidity Sensor,Living Room,42.71,%,Normal Humidity
2025-08-14,22:05,Humidity Sensor,Kitchen,40.2,%,Normal Humidity
2025-08-14,22:05,Humidity Sensor,Bedroom,43.31,%,Normal Humidity
2025-08-14,22:10,Temperature Sensor,Living Room,19.97,°C,High Temperature
2025-08-14,22:10,Temperature Sensor,Kitchen,19.99,°C,High Temperature
2025-08-14,22:10,Temperature Sensor,Bedroom,19.25,°C,High Temperature
2025-08-14,22:10,Humidity Sensor,Living Room,43.06,%,Normal Humidity
2025-08-14,22:10,Humidity Sensor,Kitchen,42.48,%,Normal Humidity
2025-08-14,22:10,Humidity Sensor,Bedroom,40.39,%,Normal Humidity
2025-08-14,22:15,Temperature Sensor,Living Room,18.52,°C,High Temperature
2025-08-14,22:15,Temperature Sensor,Kitchen,19.17,°C,High Temperature
2025-08-14,22:15,Temperature Sensor,Bedroom,19.57,°C,High Temperature
2025-08-14,22:15,Humidity Sensor,Living Room,44.25,%,Normal Humidity
2025-08-14,22:15,Humidity Sensor,Kitchen,43.14,%,Normal Humidity
2025-08-14,22:15,Humidity Sensor,Bedroom,43.53,%,Normal Humidity
2025-08-14,22:20,Temperature Sensor,Living Room,20.09,°C,High Temperature
2025-08-14,22:20,Temperature Sensor,Kitchen,19.77,°C,High Temperature
2025-08-14,22:20,Temperature Sensor,Bedroom,19.34,°C,High Temperature
2025-08-14,22:20,Humidity Sensor,Living Room,40.84,%,Normal Humidity
2025-08-14,22:20,Humidity Sensor,Kitchen,42.28,%,Normal Humidity
2025-08-14,22:20,Humidity Sensor,Bedroom,40.25,%,Normal Humidity
2025-08-14,22:25,Temperature Sensor,Living Room,19.54,°C,High Temperature
2025-08-14,22:25,Temperature Sensor,Kitchen,19.64,°C,High Temperature
2025-08-14,22:25,Temperature Sensor,Bedroom,19.89,°C,High Temperature
2025-08-14,22:25,Humidity Sensor,Living Room,42.67,%,Normal Humidity
2025-08-14,22:25,Humidity Sensor,Kitchen,43.36,%,Normal Humidity
2025-08-14,22:25,Humidity Sensor,Bedroom,44.29,%,Normal Humidity
2025-08-14,22:30,Temperature Sensor,Living Room,18.82,°C,High Temperature
2025-08-14,22:30,Temperature Sensor,Kitchen,19.77,°C,High Temperature
2025-08-14,22:30,Temperature Sensor,Bedroom,19.0,°C,High Temperature
2025-08-14,22:30,Humidity Sensor,Living Room,43.21,%,Normal Humidity
2025-08-14,22:30,Humidity Sensor,Kitchen,42.01,%,Normal Humidity
2025-08-14,22:30,Humidity Sensor,Bedroom,42.45,%,Normal Humidity
2025-08-14,22:35,Temperature Sensor,Living Room,20.06,°C,High Temperature
2025-08-14,22:35,Temperature Sensor,Kitchen,18.67,°C,High Temperature
2025-08-14,22:35,Temperature Sensor,Bedroom,19.87,°C,High Temperature
2025-08-14,22:35,Humidity Sensor,Living Room,41.73,%,Normal Humidity
2025-08-14,22:35,Humidity Sensor,Kitchen,40.78,%,Normal Humidity
2025-08-14,22:35,Humidity Sensor,Bedroom,42.93,%,Normal Humidity
2025-08-14,22:40,Temperature Sensor,Living Room,20.0,°C,High Temperature
2025-08-14,22:40,Temperature Sensor,Kitchen,18.92,°C,High Temperature
2025-08-14,22:40,Temperature Sensor,Bedroom,19.15,°C,High Temperature
2025-08-14,22:40,Humidity Sensor,Living Room,41.52,%,Normal Humidity
2025-08-14,22:40,Humidity Sensor,Kitchen,43.84,%,Normal Humidity
2025-08-14,22:40,Humidity Sensor,Bedroom,40.37,%,Normal Humidity
2025-08-14,22:45,Temperature Sensor,Living Room,19.56,°C,High Temperature
2025-08-14,22:45,Temperature Sensor,Kitchen,19.15,°C,High Temperature
2025-08-14,22:45,Temperature Sensor,Bedroom,19.88,°C,High Temperature
2025-08-14,22:45,Humidity Sensor,Living Room,41.44,%,Normal Humidity
2025-08-14,22:45,Humidity Sensor,Kitchen,41.32,%,Normal Humidity
2025-08-14,22:45,Humidity Sensor,Bedroom,40.84,%,Normal Humidity
2025-08-14,22:50,Temperature Sensor,Living Room,19.46,°C,High Temperature
2025-08-14,22:50,Temperature Sensor,Kitchen,18.89,°C,High Temperature
2025-08-14,22:50,Temperature Sensor,Bedroom,19.8,°C,High Temperature
2025-08-14,22:50,Humidity Sensor,Living Room,41.38,%,Normal Humidity
2025-08-14,22:50,Humidity Sensor,Kitchen,40.77,%,Normal Humidity
2025-08-14,22:50,Humidity Sensor,Bedroom,41.26,%,Normal Humidity
2025-08-14,22:55,Temperature Sensor,Living Room,18.92,°C,High Temperature
2025-08-14,22:55,Temperature Sensor,Kitchen,18.9,°C,High Temperature
2025-08-14,22:55,Temperature Sensor,Bedroom,18.71,°C,High Temperature
2025-08-14,22:55,Humidity Sensor,Living Room,42.48,%,Normal Humidity
2025-08-14,22:55,Humidity Sensor,Kitchen,40.77,%,Normal Humidity
